id_pedido,fecha_salida,pais,producto,ciudad,dias_previstos,dias_reales,costo_envio,ingreso_venta,penalizacion,estado,lat,lon
PED-00372,2024-02-07,Chile,Hub USB-C,Concepción,8,8.0,70.82660322109797,100.07132164418435,0.0,A tiempo,-36.8201,-73.0444
PED-00373,2024-10-02,Chile,Monitor 4K,Valparaíso,9,11.0,54.308624190150375,57.63153166508392,14.893723762465452,Retrasado,-33.0472,-71.6127
PED-00374,2024-04-19,México,Laptop Pro,CDMX,6,11.0,37.243173400042686,279.989559336533,67.1124792599617,Retrasado,19.4326,-99.1332
PED-00375,2024-09-16,Perú,Teclado Mecánico,Trujillo,6,9.0,48.71453706748043,79.35533432514262,39.690849263872934,Retrasado,-8.115,-79.029
PED-00376,2024-05-15,Chile,Mouse Ergonómico,Santiago,10,10.0,43.48324877843584,184.98224919316056,0.0,A tiempo,-33.4489,-70.6693
PED-00377,2024-03-08,Perú,Laptop Pro,Trujillo,8,8.0,28.056175301799758,189.04740240264334,0.0,A tiempo,-8.115,-79.029
PED-00378,2024-06-27,Chile,Mouse Ergonómico,Concepción,7,7.0,65.9947094011379,92.81521114377468,0.0,A tiempo,-36.8201,-73.0444
PED-00379,2024-02-05,Chile,Teclado Mecánico,Valparaíso,9,,57.03142542220004,169.02775171259083,23.880736545618312,Retrasado,-33.0472,-71.6127
PED-00380,2024-05-05,Chile,Hub USB-C,Santiago,7,7.0,55.33207317899313,104.87377856529815,0.0,A tiempo,-33.4489,-70.6693
PED-00381,2024-08-07,Colombia,Teclado Mecánico,Medellín,4,5.0,31.654036602997042,130.13669893684371,5.041271546746039,Retrasado,6.2476,-75.5658
PED-00382,2024-05-25,Perú,Laptop Pro,Lima,6,7.0,36.17982431307563,303.9930526039907,5.210248072196022,Retrasado,-12.0464,-77.0428
PED-00383,2024-03-21,Perú,Hub USB-C,Arequipa,6,6.0,45.163828604445634,73.30666475134079,0.0,A tiempo,-16.409,-71.5375
PED-00384,2024-08-12,Chile,Teclado Mecánico,Concepción,9,7.0,58.41780774784013,10.323362619643476,0.0,A tiempo,-36.8201,-73.0444
PED-00385,2024-10-05,México,Hub USB-C,CDMX,5,6.0,39.487799702174975,108.21822748145212,11.898412834359643,Retrasado,19.4326,-99.1332
PED-00386,2024-12-26,Chile,Hub USB-C,Santiago,8,8.0,24.682306837491865,68.97573581590436,0.0,A tiempo,-33.4489,-70.6693
PED-00387,2024-06-03,Colombia,Mouse Ergonómico,Cali,4,6.0,27.72893992219074,67.98658375338785,11.54971594900983,Retrasado,3.4516,-76.5319
PED-00388,2024-11-09,Chile,Mouse Ergonómico,Concepción,8,,48.58242445972461,80.04050976083553,0.0,A tiempo,-36.8201,-73.0444
PED-00389,2024-11-30,Colombia,Laptop Pro,Medellín,3,7.0,31.35563416414709,369.79445626493975,35.52197080233657,Retrasado,6.2476,-75.5658
PED-00390,2024-09-27,Chile,Teclado Mecánico,Santiago,9,8.0,57.28518643514536,196.1935016901589,0.0,A tiempo,-33.4489,-70.6693
PED-00391,2024-01-05,Perú,Monitor 4K,Arequipa,7,12.0,56.37605812231209,108.68831750113604,64.61111736219642,Retrasado,-16.409,-71.5375
PED-00392,2024-12-07,Chile,Teclado Mecánico,Santiago,9,6.0,52.587698052439215,81.40931104353089,0.0,A tiempo,-33.4489,-70.6693
PED-00393,2024-10-10,Perú,Hub USB-C,Lima,6,8.0,61.955313880867095,52.91094330195158,11.868637336849986,Retrasado,-12.0464,-77.0428
PED-00394,2024-06-02,México,Laptop Pro,Monterrey,7,9.0,34.81030219186685,318.74160646184276,19.6868580454425,Retrasado,25.6866,-100.3161
PED-00395,2024-12-05,México,Laptop Pro,Guadalajara,5,5.0,55.045818144773904,371.31622400260574,0.0,A tiempo,20.6597,-103.3496
PED-00396,2024-02-23,Chile,Monitor 4K,Concepción,9,11.0,56.265383633369424,90.10638451899374,12.578746108396343,Retrasado,-36.8201,-73.0444
PED-00397,2024-03-09,Chile,Hub USB-C,Valparaíso,9,13.0,37.6043771391976,4.840158369871034,29.58439328112821,Retrasado,-33.0472,-71.6127
PED-00398,2024-05-15,México,Hub USB-C,Guadalajara,5,1.0,34.971293913176105,126.80198687262094,0.0,A tiempo,20.6597,-103.3496
PED-00399,2024-02-29,Colombia,Laptop Pro,Medellín,3,5.0,22.540578735243987,339.41598845800195,28.49225064665944,Retrasado,6.2476,-75.5658
PED-00400,2024-02-24,México,Laptop Pro,Guadalajara,6,1.0,43.38458557484708,236.5661743845661,0.0,A tiempo,20.6597,-103.3496
PED-00401,2024-10-10,México,Monitor 4K,Monterrey,8,7.0,57.534194635024306,107.05936734651812,0.0,A tiempo,25.6866,-100.3161
PED-00402,2024-03-20,Colombia,Monitor 4K,Medellín,4,9.0,23.85461216308905,118.04904064544395,38.622322055441586,Retrasado,6.2476,-75.5658
PED-00403,2024-05-19,México,Mouse Ergonómico,Monterrey,6,6.0,41.43651481718796,97.07570791964245,0.0,A tiempo,25.6866,-100.3161
PED-00404,2024-05-24,México,Laptop Pro,Monterrey,6,5.0,43.883662633054406,268.36916323658585,0.0,A tiempo,25.6866,-100.3161
PED-00405,2024-11-05,Colombia,Monitor 4K,Cali,3,3.0,41.18632334154212,140.63748894254223,0.0,A tiempo,3.4516,-76.5319
PED-00406,2024-04-17,Colombia,Hub USB-C,Bogotá,3,9.0,30.130433743769522,83.86481016125269,37.894242712735576,Retrasado,4.711,-74.0721
PED-00407,2024-06-24,Perú,Mouse Ergonómico,Trujillo,8,5.0,48.20748974643088,40.592553492002715,0.0,A tiempo,-8.115,-79.029
PED-00408,2024-04-14,Chile,Laptop Pro,Santiago,9,8.0,48.899945012989484,218.02102057321275,0.0,A tiempo,-33.4489,-70.6693
PED-00409,2024-12-17,Perú,Monitor 4K,Arequipa,6,10.0,62.92060334326523,150.4339807999724,53.28903134015622,Retrasado,-16.409,-71.5375
PED-00410,2024-11-20,Colombia,Laptop Pro,Bogotá,3,8.0,22.508282733967583,324.6665590588447,67.31743899332116,Retrasado,4.711,-74.0721
PED-00411,2024-05-15,México,Mouse Ergonómico,CDMX,7,7.0,63.15508290940104,103.51894188516675,0.0,A tiempo,19.4326,-99.1332
PED-00412,2024-09-15,Colombia,Teclado Mecánico,Cali,5,3.0,32.10496298921504,82.38901452596787,0.0,A tiempo,3.4516,-76.5319
PED-00413,2024-09-07,México,Laptop Pro,Monterrey,6,12.0,48.395806180246524,278.8400634318749,60.66028581267522,Retrasado,25.6866,-100.3161
PED-00414,2024-05-08,Perú,Laptop Pro,Arequipa,7,11.0,75.00900497934282,256.97053406233556,56.5525919334485,Retrasado,-16.409,-71.5375
PED-00415,2024-01-27,Perú,Laptop Pro,Arequipa,9,11.0,39.44360510201403,282.7417742176046,29.35624273983046,Retrasado,-16.409,-71.5375
PED-00416,2024-02-17,Perú,laptop_pro,Lima,8,7.0,46.46314240432994,215.19651139519303,0.0,A tiempo,-12.0464,-77.0428
PED-00417,2024-11-20,México,Monitor 4K,Monterrey,6,6.0,37.67568760835999,70.55745386125943,0.0,A tiempo,25.6866,-100.3161
PED-00418,2024-04-08,Chile,Teclado Mecánico,Concepción,8,8.0,59.524619705361694,87.56249934595624,0.0,A tiempo,-36.8201,-73.0444
PED-00419,2024-05-21,Chile,Hub USB-C,Santiago,10,11.0,66.89188933651678,124.39520188761676,10.481200649818184,Retrasado,-33.4489,-70.6693
PED-00420,2024-01-23,Chile,Laptop Pro,Santiago,9,13.0,66.6992278140464,298.40294146506545,38.12059001520754,Retrasado,-33.4489,-70.6693
PED-00421,2024-01-02,Colombia,Hub USB-C,Bogotá,6,9.0,42.23948753146004,131.79692455502237,41.33275026578199,Retrasado,4.711,-74.0721
PED-00422,2024-06-19,Colombia,Monitor 4K,Bogotá,4,3.0,28.023795322040343,153.96540420453718,0.0,A tiempo,4.711,-74.0721
PED-00423,2024-03-07,México,Teclado Mecánico,Guadalajara,5,9.0,46.347590225101534,142.32680375296405,30.309602452460744,Retrasado,20.6597,-103.3496
PED-00424,2024-11-22,Colombia,Mouse Ergonómico,Bogotá,4,5.0,13.288302275059351,118.82039389514227,12.517989445187085,Retrasado,4.711,-74.0721
PED-00425,2024-05-14,México,Mouse Ergonómico,CDMX,5,7.0,70.35873535181793,100.47450716723137,11.899732899546242,Retrasado,19.4326,-99.1332
PED-00426,2024-03-23,Perú,Mouse Ergonómico,Trujillo,7,,54.68978078148468,60.76847966345763,32.83057656086801,Retrasado,-8.115,-79.029
PED-00427,2024-08-14,México,Mouse Ergonómico,Monterrey,6,5.0,45.08043095130517,129.59776205517267,0.0,A tiempo,25.6866,-100.3161
PED-00428,2024-10-09,Colombia,Mouse Ergonómico,Cali,3,3.0,43.28056888986968,167.18989528886118,0.0,A tiempo,3.4516,-76.5319
PED-00429,2024-12-27,Perú,Teclado Mecánico,Arequipa,7,7.0,40.27235483239999,113.68424158601673,0.0,A tiempo,-16.409,-71.5375
PED-00430,2024-08-06,Perú,Laptop Pro,Lima,6,4.0,54.06622034222674,376.69036593704493,0.0,A tiempo,-12.0464,-77.0428
PED-00431,2024-10-14,México,Mouse Ergonómico,CDMX,6,7.0,48.27370865709165,38.97713167755665,9.475422354662744,Retrasado,19.4326,-99.1332
PED-00432,2024-01-05,Chile,Laptop Pro,Santiago,7,14.0,56.386771398803006,253.83346460881836,99.19151983163896,Retrasado,-33.4489,-70.6693
PED-00433,2024-02-27,Colombia,Hub USB-C,Cali,4,1.0,29.364264608138786,134.2080603099305,0.0,A tiempo,3.4516,-76.5319
PED-00434,2024-02-08,Colombia,Laptop Pro,Medellín,4,4.0,15.490721088887758,310.57160840613005,0.0,A tiempo,6.2476,-75.5658
PED-00435,2024-12-19,Chile,Hub USB-C,Valparaíso,8,10.0,50.75576372670038,152.5512870628723,12.836576573753497,Retrasado,-33.0472,-71.6127
PED-00436,2024-03-17,Colombia,Laptop Pro,Cali,3,4.0,40.48864141875362,299.3811343709304,5.037450947112848,Retrasado,3.4516,-76.5319
PED-00437,2024-10-06,Chile,Hub USB-C,Concepción,8,8.0,49.70783594146015,65.28098309886673,0.0,A tiempo,-36.8201,-73.0444
PED-00438,2024-01-19,Chile,Laptop Pro,Valparaíso,8,6.0,57.75115121589086,291.4562703117983,0.0,A tiempo,-33.0472,-71.6127
PED-00439,2024-07-08,Perú,Laptop Pro,Trujillo,7,8.0,39.54470514325947,238.69264116305064,8.917277636311782,Retrasado,-8.115,-79.029
PED-00440,2024-10-25,Perú,Teclado Mecánico,Lima,8,8.0,49.73739206730148,54.856373076118615,0.0,A tiempo,-12.0464,-77.0428
PED-00441,2024-09-10,México,Hub USB-C,Monterrey,5,1.0,43.75489544911423,138.89775991672042,0.0,A tiempo,25.6866,-100.3161
PED-00442,2024-03-16,Perú,Laptop Pro,Trujillo,7,10.0,57.469808401047096,334.9114965787844,20.256728770983457,Retrasado,-8.115,-79.029
PED-00443,2024-08-08,Chile,Teclado Mecánico,Valparaíso,8,11.0,50.31491562261996,114.52017139224307,38.24164867828025,Retrasado,-33.0472,-71.6127
PED-00444,2024-03-06,México,Teclado Mecánico,Guadalajara,5,6.0,56.900736763366126,31.156899161581222,14.467911722816206,Retrasado,20.6597,-103.3496
PED-00445,2024-01-22,Colombia,Hub USB-C,Medellín,3,4.0,40.87710426157866,85.66385697948446,6.0044041786196605,Retrasado,6.2476,-75.5658
PED-00446,2024-06-06,Chile,Laptop Pro,Valparaíso,8,11.0,56.91618575121388,251.00000445359797,19.667709731550236,Retrasado,-33.0472,-71.6127
PED-00447,2024-07-05,México,teclado_mecánico,Monterrey,5,6.0,52.731184342936444,147.06133015151062,14.600126572527186,Retrasado,25.6866,-100.3161
PED-00448,2024-01-21,Perú,Mouse Ergonómico,Lima,7,10.0,40.017877414885945,76.65111465749595,16.133526654367387,Retrasado,-12.0464,-77.0428
PED-00449,2024-07-02,Chile,Mouse Ergonómico,Santiago,8,8.0,49.972138893330985,56.57009156873802,0.0,A tiempo,-33.4489,-70.6693
PED-00450,2024-04-17,México,Mouse Ergonómico,Monterrey,6,,44.66909597984167,101.19184660485698,20.18577932339955,Retrasado,25.6866,-100.3161
PED-00451,2024-12-15,Colombia,Laptop Pro,Cali,3,4.0,26.559360432957735,274.39382172661556,13.736686556513312,Retrasado,3.4516,-76.5319
PED-00452,2024-05-07,Chile,Mouse Ergonómico,Santiago,7,8.0,46.25465849249749,159.34975640814827,8.073251809877496,Retrasado,-33.4489,-70.6693
PED-00453,2024-12-07,Chile,Monitor 4K,Concepción,9,7.0,40.20074425217756,70.60756409863237,0.0,A tiempo,-36.8201,-73.0444
PED-00454,2024-02-22,México,Hub USB-C,Monterrey,5,6.0,30.4266141086601,44.03086963101475,8.169452886355854,Retrasado,25.6866,-100.3161
PED-00455,2024-06-30,México,Monitor 4K,Guadalajara,6,,43.318569516722334,13.88345936969938,0.0,A tiempo,20.6597,-103.3496
PED-00456,2024-10-13,Perú,Monitor 4K,Lima,6,,51.93379451924159,98.76853990346339,0.0,A tiempo,-12.0464,-77.0428
PED-00457,2024-07-27,Perú,Mouse Ergonómico,Trujillo,6,5.0,36.5182295457251,77.52279544568295,0.0,A tiempo,-8.115,-79.029
PED-00458,2024-11-13,Chile,Hub USB-C,Concepción,9,,50.15682236471624,42.843815739530925,0.0,A tiempo,-36.8201,-73.0444
PED-00459,2024-03-20,Colombia,Teclado Mecánico,Medellín,3,9.0,49.00268424310965,147.5690584502314,61.72115122072918,Retrasado,6.2476,-75.5658
PED-00460,2024-05-01,Perú,Monitor 4K,Arequipa,6,10.0,60.23056555252239,126.68980589716968,57.11876247148179,Retrasado,-16.409,-71.5375
PED-00461,2024-03-24,Colombia,Teclado Mecánico,Cali,4,9.0,46.43541509120529,98.8712848425108,46.43757041706771,Retrasado,3.4516,-76.5319
PED-00462,2024-03-31,México,Teclado Mecánico,Guadalajara,5,3.0,53.91127876932726,154.57304976683466,0.0,A tiempo,20.6597,-103.3496
PED-00463,2024-07-30,México,Laptop Pro,Monterrey,6,7.0,61.67509822986446,326.5014413359445,9.489554374782376,Retrasado,25.6866,-100.3161
PED-00464,2024-01-13,Perú,Hub USB-C,Lima,7,5.0,42.760352695322126,67.0857639392627,0.0,A tiempo,-12.0464,-77.0428
PED-00465,2024-04-01,Chile,Hub USB-C,Santiago,7,7.0,43.55659732978016,58.431193440369356,0.0,A tiempo,-33.4489,-70.6693
PED-00466,2024-06-19,México,Monitor 4K,Guadalajara,5,4.0,22.608597938625273,132.71926177815445,0.0,A tiempo,20.6597,-103.3496
PED-00467,2024-07-29,Colombia,Laptop Pro,Medellín,6,10.0,41.861454740422985,315.85467825869404,55.436946816672126,Retrasado,6.2476,-75.5658
PED-00468,2024-12-08,Chile,Laptop Pro,Concepción,8,8.0,65.40323979819885,306.7899107188265,0.0,A tiempo,-36.8201,-73.0444
PED-00469,2024-05-07,Perú,Laptop Pro,Arequipa,6,9.0,44.4682275465273,266.1400878852437,21.320411919826885,Retrasado,-16.409,-71.5375
PED-00470,2024-05-16,México,Hub USB-C,CDMX,6,8.0,47.460482936027645,124.31790268023016,22.485808015665395,Retrasado,19.4326,-99.1332
PED-00471,2024-03-22,Perú,Hub USB-C,Trujillo,6,12.0,42.46137886309039,69.78004467464203,34.360938935388894,Retrasado,-8.115,-79.029
PED-00472,2024-12-25,Chile,Mouse Ergonómico,Valparaíso,7,5.0,53.82653551477492,95.92053381625288,0.0,A tiempo,-33.0472,-71.6127
PED-00473,2024-02-25,Chile,Hub USB-C,Concepción,7,11.0,61.24932545303241,157.8777658554792,26.98183534013986,Retrasado,-36.8201,-73.0444
PED-00474,2024-07-14,Chile,Hub USB-C,Santiago,7,10.0,32.57228026118959,73.56663056759416,17.124441041572936,Retrasado,-33.4489,-70.6693
PED-00475,2024-01-20,Colombia,Laptop Pro,Bogotá,4,3.0,34.094385306422524,237.08042971708556,0.0,A tiempo,4.711,-74.0721
PED-00476,2024-08-28,Chile,Teclado Mecánico,Concepción,9,12.0,47.233282282808545,57.898112325195584,32.30766415798931,Retrasado,-36.8201,-73.0444
PED-00477,2024-04-23,Chile,Monitor 4K,Concepción,7,8.0,51.13394391966689,139.77195306750494,13.54916958559771,Retrasado,-36.8201,-73.0444
PED-00478,2024-04-12,México,Teclado Mecánico,Guadalajara,6,6.0,54.58994001674291,110.18924549520838,0.0,A tiempo,20.6597,-103.3496
PED-00479,2024-08-23,Colombia,Monitor 4K,Medellín,3,2.0,28.11797561227179,94.84490485244986,0.0,A tiempo,6.2476,-75.5658
PED-00480,2024-06-28,Colombia,Mouse Ergonómico,Medellín,4,4.0,28.964131465942195,79.63624778753723,0.0,A tiempo,6.2476,-75.5658
PED-00481,2024-06-05,Perú,Hub USB-C,Trujillo,7,13.0,47.86124832445361,119.4143963021276,74.94693474155224,Retrasado,-8.115,-79.029
PED-00482,2024-04-26,Chile,Monitor 4K,Santiago,7,8.0,59.70316201788282,66.03580596039106,10.651732562239374,Retrasado,-33.4489,-70.6693
PED-00483,2024-04-24,México,Monitor 4K,Guadalajara,7,9.0,54.18759960127497,112.22662274570384,18.957826896889262,Retrasado,20.6597,-103.3496
PED-00484,2024-01-13,Perú,Monitor 4K,Trujillo,9,9.0,52.20583537737361,70.74981724748173,0.0,A tiempo,-8.115,-79.029
PED-00485,2024-12-03,Chile,Monitor 4K,Santiago,8,8.0,37.290482789077174,64.09362458899784,0.0,A tiempo,-33.4489,-70.6693
PED-00486,2024-04-08,Colombia,Hub USB-C,Bogotá,3,6.0,26.21420256786846,74.50050260699953,25.16038813371093,Retrasado,4.711,-74.0721
PED-00487,2024-07-23,Chile,Teclado Mecánico,Valparaíso,8,6.0,58.98669160339174,84.98370214064153,0.0,A tiempo,-33.0472,-71.6127
PED-00488,2024-06-17,Chile,Monitor 4K,Concepción,7,7.0,50.37696573123923,98.04680656265187,0.0,A tiempo,-36.8201,-73.0444
PED-00489,2024-05-22,México,Laptop Pro,Guadalajara,5,6.0,56.59531469589138,309.4182318044446,13.768477741541119,Retrasado,20.6597,-103.3496
PED-00490,2024-02-05,México,Monitor 4K,Guadalajara,8,9.0,67.66511800327633,-47.53461165713776,10.43543914649442,Retrasado,20.6597,-103.3496
PED-00491,2024-05-22,México,Hub USB-C,Guadalajara,5,5.0,60.386060692088165,67.6939776901294,0.0,A tiempo,20.6597,-103.3496
PED-00492,2024-06-28,Perú,Laptop Pro,Lima,6,7.0,50.93158337699742,284.33720090575844,13.510918822321445,Retrasado,-12.0464,-77.0428
PED-00493,2024-11-24,México,Hub USB-C,Guadalajara,6,8.0,44.890108298042726,160.20248154433318,21.14438089860088,Retrasado,20.6597,-103.3496
PED-00494,2024-09-17,Perú,Mouse Ergonómico,Trujillo,7,9.0,24.464504039441017,56.79989566471471,14.136820762871224,Retrasado,-8.115,-79.029
PED-00495,2024-07-23,Chile,Hub USB-C,Concepción,8,7.0,48.316150775271474,106.5118647239965,0.0,A tiempo,-36.8201,-73.0444
PED-00496,2024-12-13,Perú,Laptop Pro,Trujillo,7,7.0,46.73987504183151,359.8012123894335,0.0,A tiempo,-8.115,-79.029
PED-00497,2024-10-01,Perú,Teclado Mecánico,Arequipa,6,9.0,53.90366194395376,47.48125880210908,40.33216836876198,Retrasado,-16.409,-71.5375
PED-00498,2024-06-18,México,Laptop Pro,Guadalajara,5,8.0,48.460947730253125,315.7590090345761,28.598992159396285,Retrasado,20.6597,-103.3496
PED-00499,2024-01-15,México,Teclado Mecánico,CDMX,8,6.0,46.79614940563206,67.90912664261919,0.0,A tiempo,19.4326,-99.1332
PED-00500,2024-02-29,Colombia,Laptop Pro,Medellín,4,5.0,12.206010694927794,279.8146503084306,5.955362076362372,Retrasado,6.2476,-75.5658
PED-00501,2024-05-13,Perú,Monitor 4K,Trujillo,8,5.0,40.60032170849934,67.87556664186742,0.0,A tiempo,-8.115,-79.029
PED-00502,2024-04-01,Chile,Hub USB-C,Santiago,8,9.0,54.76651040800557,70.72570766336456,14.832414364723988,Retrasado,-33.4489,-70.6693
PED-00503,2024-10-24,Colombia,Mouse Ergonómico,Medellín,3,8.0,47.15907631132694,208.87648591625972,65.42301447385742,Retrasado,6.2476,-75.5658
PED-00504,2024-05-15,Colombia,Teclado Mecánico,Medellín,4,3.0,29.024746162543767,133.77823488286663,0.0,A tiempo,6.2476,-75.5658
PED-00505,2024-01-20,Colombia,Teclado Mecánico,Cali,4,3.0,33.27811073574124,144.06951447144837,0.0,A tiempo,3.4516,-76.5319
PED-00506,2024-02-25,México,Monitor 4K,Monterrey,6,8.0,59.52478156952805,119.67973947345985,16.59631617712722,Retrasado,25.6866,-100.3161
PED-00507,2024-11-01,México,Monitor 4K,Guadalajara,5,3.0,41.891060637997505,35.749728463921684,0.0,A tiempo,20.6597,-103.3496
PED-00508,2024-08-10,México,Laptop Pro,Guadalajara,6,6.0,53.66814043285442,315.7983188129323,0.0,A tiempo,20.6597,-103.3496
PED-00509,2024-06-25,Chile,Teclado Mecánico,Valparaíso,8,10.0,42.59509893667841,142.91718458029385,24.990532176158197,Retrasado,-33.0472,-71.6127
PED-00510,2024-06-09,Perú,Hub USB-C,Arequipa,9,9.0,58.648244384910114,65.86402103843554,0.0,A tiempo,-16.409,-71.5375
PED-00511,2024-08-11,Colombia,Laptop Pro,Medellín,3,3.0,31.514030479517327,338.61306668644505,0.0,A tiempo,6.2476,-75.5658
PED-00512,2024-11-06,México,Monitor 4K,Monterrey,5,7.0,52.9845181398144,128.17344839416316,18.741561655149503,Retrasado,25.6866,-100.3161
PED-00513,2024-09-18,Perú,Teclado Mecánico,Arequipa,7,9.0,42.17401402581411,174.0816017925468,12.477611305911239,Retrasado,-16.409,-71.5375
PED-00514,2024-02-29,Colombia,Mouse Ergonómico,Bogotá,4,,37.07032359610785,83.28867949945524,10.644418416538134,Retrasado,4.711,-74.0721
PED-00515,2024-07-16,Perú,Mouse Ergonómico,Lima,6,6.0,70.84712921231016,56.09556070897093,0.0,A tiempo,-12.0464,-77.0428
PED-00516,2024-10-22,Colombia,Teclado Mecánico,Cali,4,5.0,19.92088304571794,85.53487562509818,12.929936513925114,Retrasado,3.4516,-76.5319
PED-00517,2024-04-07,Perú,Hub USB-C,Trujillo,6,6.0,46.60240992352476,157.42283972654494,0.0,A tiempo,-8.115,-79.029
PED-00518,2024-05-10,México,Teclado Mecánico,Guadalajara,6,8.0,52.31607474168092,26.86376476632148,22.936113206981936,Retrasado,20.6597,-103.3496
PED-00519,2024-01-23,Perú,Hub USB-C,Arequipa,7,7.0,57.86406211995816,17.264971382758716,0.0,A tiempo,-16.409,-71.5375
PED-00520,2024-12-28,Perú,Monitor 4K,Trujillo,6,6.0,44.40453714710531,103.57581115726452,0.0,A tiempo,-8.115,-79.029
PED-00521,2024-08-11,Colombia,Hub USB-C,Cali,6,5.0,5.0,82.29642828903376,0.0,A tiempo,3.4516,-76.5319
PED-00522,2024-01-01,Perú,Hub USB-C,Arequipa,7,7.0,63.59189494164025,100.30911572702739,0.0,A tiempo,-16.409,-71.5375
PED-00523,2024-09-23,Chile,Teclado Mecánico,Santiago,7,6.0,57.60506119584143,137.8124708494346,0.0,A tiempo,-33.4489,-70.6693
PED-00524,2024-10-02,Colombia,Teclado Mecánico,Cali,4,3.0,12.57052469513335,77.8972261552459,0.0,A tiempo,3.4516,-76.5319
PED-00525,2024-12-17,Perú,Mouse Ergonómico,Arequipa,8,9.0,43.92431208220444,25.07976676277518,9.637805973609229,Retrasado,-16.409,-71.5375
PED-00526,2024-12-09,Chile,Monitor 4K,Concepción,9,10.0,65.68182429527326,181.77926228799777,9.15078129007799,Retrasado,-36.8201,-73.0444
PED-00527,2024-04-10,Colombia,Laptop Pro,Bogotá,5,7.0,44.47796418457866,260.11086850244897,12.981913573428677,Retrasado,4.711,-74.0721
PED-00528,2024-07-05,México,Teclado Mecánico,Guadalajara,6,6.0,59.38640022678945,57.6385151195161,0.0,A tiempo,20.6597,-103.3496
PED-00529,2024-08-08,Colombia,Monitor 4K,Bogotá,4,6.0,28.238875660401373,144.14880054890386,18.086248624395175,Retrasado,4.711,-74.0721
PED-00530,2024-02-05,Colombia,Monitor 4K,Cali,5,7.0,30.8298741881251,84.62043515833928,27.50658165275816,Retrasado,3.4516,-76.5319
PED-00531,2024-12-06,Perú,Mouse Ergonómico,Arequipa,8,10.0,48.69074194873873,97.46440591860757,13.787124553613301,Retrasado,-16.409,-71.5375
PED-00532,2024-06-18,Chile,Teclado Mecánico,Concepción,9,8.0,61.282397832688375,119.31160496241272,0.0,A tiempo,-36.8201,-73.0444
PED-00533,2024-11-15,Colombia,Teclado Mecánico,Cali,4,5.0,21.2415759350489,143.34332412439983,5.239613851242698,Retrasado,3.4516,-76.5319
PED-00534,2024-06-09,Colombia,Monitor 4K,Bogotá,7,8.0,21.94200345115795,86.66157227272912,12.642204838423085,Retrasado,4.711,-74.0721
PED-00535,2024-12-05,Colombia,Teclado Mecánico,Medellín,4,5.0,40.10274586836016,160.79808023657196,10.809138982462784,Retrasado,6.2476,-75.5658
PED-00536,2024-03-04,Perú,Mouse Ergonómico,Arequipa,7,3.0,49.556385444884384,14.568006050607778,0.0,A tiempo,-16.409,-71.5375
PED-00537,2024-06-02,Colombia,Mouse Ergonómico,Bogotá,4,5.0,43.78467355453808,130.39148947812308,5.517208825546534,Retrasado,4.711,-74.0721
PED-00538,2024-09-16,Chile,Mouse Ergonómico,Santiago,7,13.0,43.28487793019454,66.4188976792937,42.66229981251692,Retrasado,-33.4489,-70.6693
PED-00539,2024-06-07,Perú,Teclado Mecánico,Trujillo,6,6.0,49.452216396611746,154.89085266431965,0.0,A tiempo,-8.115,-79.029
PED-00540,2024-12-07,México,Teclado Mecánico,CDMX,6,6.0,40.77587015156047,105.68177915322181,0.0,A tiempo,19.4326,-99.1332
PED-00541,2024-07-28,México,Mouse Ergonómico,Monterrey,6,7.0,50.07362681423567,73.08378671962393,11.27439007682151,Retrasado,25.6866,-100.3161
PED-00542,2024-06-16,Perú,Hub USB-C,Arequipa,6,7.0,35.21453063001201,126.5136437208653,10.661859843173751,Retrasado,-16.409,-71.5375
PED-00543,2024-07-25,Chile,Laptop Pro,Santiago,9,12.0,45.123665790450374,335.72753388829005,33.36449464840171,Retrasado,-33.4489,-70.6693
PED-00544,2024-12-22,Perú,Monitor 4K,Trujillo,8,6.0,35.63746135071882,125.67576491434554,0.0,A tiempo,-8.115,-79.029
PED-00545,2024-05-31,Perú,Hub USB-C,Arequipa,6,8.0,56.93923233191258,58.81215041467758,15.460575913517188,Retrasado,-16.409,-71.5375
PED-00546,2024-10-10,Perú,Laptop Pro,Arequipa,6,8.0,57.16589339759652,280.6393150551166,14.890149946888505,Retrasado,-16.409,-71.5375
PED-00547,2024-03-06,Perú,Teclado Mecánico,Arequipa,7,7.0,32.697372695156545,99.8370865151426,0.0,A tiempo,-16.409,-71.5375
PED-00548,2024-04-08,Colombia,Monitor 4K,Bogotá,6,7.0,43.33885745500573,98.34961389399759,13.490708749034921,Retrasado,4.711,-74.0721
PED-00549,2024-08-03,México,Hub USB-C,Guadalajara,6,9.0,74.97415126419854,129.9898190175339,33.494380756237334,Retrasado,20.6597,-103.3496
PED-00550,2024-12-06,Chile,Monitor 4K,Santiago,8,11.0,50.46006386736341,19.403950699735674,20.595330375121794,Retrasado,-33.4489,-70.6693
PED-00551,2024-07-13,Colombia,Teclado Mecánico,Cali,4,3.0,23.58885739775355,113.37308218214014,0.0,A tiempo,3.4516,-76.5319
PED-00552,2024-12-12,México,Laptop Pro,CDMX,8,11.0,78.24330591003047,288.4007458225344,41.19106804578411,Retrasado,19.4326,-99.1332
PED-00553,2024-03-30,Perú,Laptop Pro,Trujillo,7,7.0,36.8103150169749,266.4599753446419,0.0,A tiempo,-8.115,-79.029
