id_pedido,fecha_salida,pais,producto,ciudad,dias_previstos,dias_reales,costo_envio,ingreso_venta,penalizacion,estado,lat,lon,margen_neto
PED-00554,2024-11-11,México,Laptop Pro,Guadalajara,5,6.0,50.20106466869098,270.300528889216,11.593990799053714,Retrasado,20.6597,-103.3496,208.50547342147132
PED-00555,2024-10-18,México,Hub Usb-C,CDMX,5,6.0,51.79622272631924,91.41849341928146,9.068641075392998,Retrasado,19.4326,-99.1332,30.55362961756922
PED-00556,2024-06-03,Colombia,Laptop Pro,Cali,3,3.0,43.45147620452415,155.9565958216193,0.0,A tiempo,3.4516,-76.5319,112.50511961709515
PED-00557,2024-07-26,Colombia,Hub Usb-C,Medellín,3,6.0,33.59738975126788,71.948417168338,44.38352289338471,Retrasado,6.2476,-75.5658,-6.032495476314594
PED-00558,2024-10-07,Chile,Hub Usb-C,Valparaíso,7,8.0,45.01366104211549,64.96740701414826,0.0,A tiempo,-33.0472,-71.6127,19.953745972032777
PED-00559,2024-01-01,Perú,Mouse Ergonómico,Lima,6,5.0,40.48815629612044,121.31132837290497,0.0,A tiempo,-12.0464,-77.0428,80.82317207678453
PED-00560,2024-06-04,Perú,Hub Usb-C,Arequipa,6,6.0,46.581781797538646,67.77893269957917,0.0,A tiempo,-16.409,-71.5375,21.197150902040526
PED-00561,2024-05-26,Perú,Monitor 4K,Trujillo,6,7.0,39.93072639054856,91.3954479931804,12.589319486146817,Retrasado,-8.115,-79.029,38.87540211648502
PED-00562,2024-04-17,México,Laptop Pro,CDMX,7,11.0,50.47825319784683,361.6910651064521,31.883221995119936,Retrasado,19.4326,-99.1332,279.32958991348534
PED-00563,2024-08-08,México,Hub Usb-C,Monterrey,6,8.0,44.35803820139513,139.77406079261692,18.5310570848328,Retrasado,25.6866,-100.3161,76.884965506389
PED-00564,2024-10-23,Perú,Teclado Mecánico,Lima,8,7.0,35.059622067102495,136.09085599773812,0.0,A tiempo,-12.0464,-77.0428,101.03123393063562
PED-00565,2024-11-06,Chile,Hub Usb-C,Concepción,8,15.0,62.55145788374904,80.00510278356593,42.77367110646765,Retrasado,-36.8201,-73.0444,-25.32002620665076
PED-00566,2024-12-01,México,Hub Usb-C,CDMX,7,8.0,45.02327476570961,121.7212911715861,12.227620328396966,Retrasado,19.4326,-99.1332,64.47039607747953
PED-00567,2024-06-13,Chile,Mouse Ergonómico,Valparaíso,7,11.0,37.31863195024688,90.64408798185625,30.700474294154667,Retrasado,-33.0472,-71.6127,22.624981737454696
PED-00568,2024-08-26,México,Monitor 4K,CDMX,6,6.0,48.31740865512459,92.15627157292248,0.0,A tiempo,19.4326,-99.1332,43.83886291779789
PED-00569,2024-08-14,Colombia,Teclado Mecánico,Bogotá,6,8.0,30.683715659676587,116.387413749862,29.91217423028852,Retrasado,4.711,-74.0721,55.79152385989689
PED-00570,2024-08-14,Colombia,Mouse Ergonómico,Cali,3,6.0,12.535332744209663,76.1202564631627,17.29859441788946,Retrasado,3.4516,-76.5319,46.28632930106358
PED-00571,2024-12-11,Perú,Monitor 4K,Lima,6,10.0,53.316476671257625,159.72012417772814,38.92140500334801,Retrasado,-12.0464,-77.0428,67.4822425031225
PED-00572,2024-04-19,Colombia,Hub Usb-C,Medellín,3,6.0,19.528424313097357,93.59479441608252,39.061876779324095,Retrasado,6.2476,-75.5658,35.004493323661066
PED-00573,2024-09-18,México,Teclado Mecánico,Monterrey,5,8.0,67.11028809190788,124.7344226503866,38.66852689623701,Retrasado,25.6866,-100.3161,18.955607662241718
PED-00574,2024-08-30,México,Monitor 4K,Monterrey,6,6.0,55.23960512076735,158.2240191702919,0.0,A tiempo,25.6866,-100.3161,102.98441404952456
PED-00575,2024-03-27,Colombia,Mouse Ergonómico,Bogotá,3,3.0,26.00100009890684,141.266150983007,0.0,A tiempo,4.711,-74.0721,115.26515088410017
PED-00576,2024-12-03,Colombia,Hub Usb-C,Cali,7,8.0,22.54832229682649,43.64323589237902,9.538532556850525,Retrasado,3.4516,-76.5319,11.556381038702002
PED-00577,2024-02-13,Colombia,Hub Usb-C,Medellín,4,7.0,28.95032292436376,117.79583580039537,32.84905072024411,Retrasado,6.2476,-75.5658,55.9964621557875
PED-00578,2024-05-25,Perú,Laptop Pro,Trujillo,7,7.0,56.127907415832894,334.0287757784259,0.0,A tiempo,-8.115,-79.029,277.900868362593
PED-00579,2024-09-20,Colombia,Mouse Ergonómico,Cali,4,7.0,29.745058714148005,135.67452088642997,24.826418128154785,Retrasado,3.4516,-76.5319,81.10304404412719
PED-00580,2024-12-05,México,Teclado Mecánico,CDMX,5,9.0,47.82841192863143,55.46820663541475,56.92575550867431,Retrasado,19.4326,-99.1332,-49.28596080189099
PED-00581,2024-11-20,Colombia,Hub Usb-C,Bogotá,4,3.0,30.58370290817896,73.71859051930704,0.0,A tiempo,4.711,-74.0721,43.13488761112808
PED-00582,2024-11-13,Perú,Laptop Pro,Trujillo,7,6.0,43.961410687630455,339.78232942966486,0.0,A tiempo,-8.115,-79.029,295.8209187420344
PED-00583,2024-06-20,Perú,Monitor 4K,Trujillo,7,7.0,46.56794073156962,69.52958517269417,0.0,A tiempo,-8.115,-79.029,22.961644441124548
PED-00584,2024-02-17,México,Hub Usb-C,Monterrey,5,6.0,29.14207561094996,88.01215773342743,9.635114803585507,Retrasado,25.6866,-100.3161,49.23496731889196
PED-00585,2024-04-30,México,Monitor 4K,CDMX,10,10.0,59.73726230852368,163.03503238007875,0.0,A tiempo,19.4326,-99.1332,103.29777007155506
PED-00586,2024-12-10,Colombia,Hub Usb-C,Cali,3,7.0,32.98797780321762,98.0880299846084,30.90124676160827,Retrasado,3.4516,-76.5319,34.19880541978251
PED-00587,2024-06-07,México,Monitor 4K,Monterrey,6,8.0,42.265441559665696,70.92903448664629,15.483477150229332,Retrasado,25.6866,-100.3161,13.18011577675126
PED-00588,2024-04-25,Chile,Mouse Ergonómico,Santiago,7,8.0,68.98734981355238,64.8953057254838,6.135545438434939,Retrasado,-33.4489,-70.6693,-10.227589526503529
PED-00589,2024-04-11,México,Monitor 4K,CDMX,6,4.0,50.87016480392386,113.30877318340752,0.0,A tiempo,19.4326,-99.1332,62.43860837948366
PED-00590,2024-03-16,Chile,Monitor 4K,Santiago,7,5.0,39.63856428024803,46.67407966091165,0.0,A tiempo,-33.4489,-70.6693,7.035515380663618
PED-00591,2024-01-13,Chile,Hub Usb-C,Valparaíso,7,8.0,58.567374214704586,90.10656144414328,12.628554778963716,Retrasado,-33.0472,-71.6127,18.910632450474978
PED-00592,2024-01-24,México,Hub Usb-C,Monterrey,6,2.0,53.980482165092624,113.32922139960088,0.0,A tiempo,25.6866,-100.3161,59.34873923450826
PED-00593,2024-05-05,Chile,Monitor 4K,Valparaíso,9,12.0,53.94579985484219,151.9659928219067,18.077536809930624,Retrasado,-33.0472,-71.6127,79.94265615713388
PED-00594,2024-08-31,México,Mouse Ergonómico,Monterrey,7,7.0,45.7424439534841,126.70192321479982,0.0,A tiempo,25.6866,-100.3161,80.95947926131572
PED-00595,2024-11-08,México,Teclado Mecánico,Monterrey,7,16.0,54.504957237780346,71.43739528071285,99.12308642910595,Retrasado,25.6866,-100.3161,-82.19064838617345
PED-00596,2024-02-07,Perú,Laptop Pro,Trujillo,10,16.0,47.38241709778905,347.1367727025488,87.65133460708678,Retrasado,-8.115,-79.029,212.10302099767296
PED-00597,2024-08-21,Chile,Monitor 4K,Concepción,10,10.0,55.559414516458425,88.0193984981009,0.0,A tiempo,-36.8201,-73.0444,32.45998398164247
PED-00598,2024-07-31,Chile,Mouse Ergonómico,Santiago,9,9.0,30.95055545989361,50.571879118023645,0.0,A tiempo,-33.4489,-70.6693,19.621323658130034
PED-00599,2024-11-18,Colombia,Monitor 4K,Medellín,5,8.0,25.66126537020811,93.1183456293811,29.213500869234664,Retrasado,6.2476,-75.5658,38.24357938993832
PED-00600,2024-10-21,México,Laptop Pro,Guadalajara,6,11.0,67.22155097808195,357.5267680458281,57.424879877360205,Retrasado,20.6597,-103.3496,232.88033719038592
PED-00601,2024-04-09,Perú,Teclado Mecánico,Trujillo,6,3.0,42.32932544599699,106.609602002597,0.0,A tiempo,-8.115,-79.029,64.2802765566
PED-00602,2024-12-22,Perú,Teclado Mecánico,Arequipa,7,4.0,43.961617025068136,100.50087457319144,0.0,A tiempo,-16.409,-71.5375,56.5392575481233
PED-00603,2024-07-15,Colombia,Monitor 4K,Medellín,5,5.0,25.52038661550025,165.48846578811413,0.0,A tiempo,6.2476,-75.5658,139.96807917261387
PED-00604,2024-09-10,Chile,Laptop Pro,Valparaíso,7,9.0,37.85193864111356,242.74580611782287,15.033288700909416,Retrasado,-33.0472,-71.6127,189.8605787757999
PED-00605,2024-07-23,Perú,Monitor 4K,Lima,6,8.0,27.91719223771748,48.57603543788911,18.59098247041351,Retrasado,-12.0464,-77.0428,2.06786072975812
PED-00606,2024-05-04,Chile,Hub Usb-C,Concepción,10,13.0,47.69413601476387,35.36614116132671,29.62321421279365,Retrasado,-36.8201,-73.0444,-41.95120906623081
PED-00607,2024-03-16,Perú,Teclado Mecánico,Arequipa,7,6.0,51.35859424081657,114.9059274592022,0.0,A tiempo,-16.409,-71.5375,63.54733321838563
PED-00608,2024-12-01,Perú,Mouse Ergonómico,Lima,7,3.0,49.47494931461348,106.659725084605,0.0,A tiempo,-12.0464,-77.0428,57.18477576999152
PED-00609,2024-12-18,México,Mouse Ergonómico,Monterrey,8,11.0,48.55121438052113,161.70945469119104,32.88414185089604,Retrasado,25.6866,-100.3161,80.27409845977387
PED-00610,2024-01-03,Chile,Mouse Ergonómico,Valparaíso,9,8.0,50.43040870850388,109.7390030854708,0.0,A tiempo,-33.0472,-71.6127,59.308594376966916
PED-00611,2024-02-24,Perú,Laptop Pro,Arequipa,8,4.0,60.22841471550764,283.8337136208279,0.0,A tiempo,-16.409,-71.5375,223.60529890532024
PED-00612,2024-08-05,México,Laptop Pro,Guadalajara,5,6.0,48.09553814070783,300.07179491512426,5.776479153532907,Retrasado,20.6597,-103.3496,246.1997776208835
PED-00613,2024-04-22,Perú,Teclado Mecánico,Arequipa,7,9.0,44.2591742291273,104.70829673843832,17.833895510216788,Retrasado,-16.409,-71.5375,42.61522699909423
PED-00614,2024-03-31,México,Laptop Pro,Guadalajara,6,6.0,47.188745151119136,233.12954906687327,0.0,A tiempo,20.6597,-103.3496,185.94080391575415
PED-00615,2024-12-22,México,Hub Usb-C,Guadalajara,6,6.0,55.79346759756776,208.4132657733957,0.0,A tiempo,20.6597,-103.3496,152.61979817582792
PED-00616,2024-09-22,Chile,Teclado Mecánico,Santiago,11,11.0,64.1202687854325,120.79484072407648,0.0,A tiempo,-33.4489,-70.6693,56.67457193864398
PED-00617,2024-08-25,México,Teclado Mecánico,CDMX,6,6.0,43.71856260830822,108.40033232090356,0.0,A tiempo,19.4326,-99.1332,64.68176971259534
PED-00618,2024-01-26,Perú,Hub Usb-C,Trujillo,6,4.0,50.98933787028884,124.60655937114322,0.0,A tiempo,-8.115,-79.029,73.61722150085438
PED-00619,2024-10-12,Colombia,Hub Usb-C,Cali,3,3.0,33.3835744193596,128.3764392234642,0.0,A tiempo,3.4516,-76.5319,94.99286480410458
PED-00620,2024-05-07,Perú,Hub Usb-C,Arequipa,8,10.0,40.07421993271177,94.37786057990272,22.28062396897301,Retrasado,-16.409,-71.5375,32.023016678217935
PED-00621,2024-03-03,Perú,Monitor 4K,Arequipa,7,8.0,50.20417167212918,74.75035455037198,13.608550280434487,Retrasado,-16.409,-71.5375,10.937632597808316
PED-00622,2024-08-21,México,Mouse Ergonómico,Guadalajara,7,8.0,35.34326142657905,123.97802745286816,12.532134387388773,Retrasado,20.6597,-103.3496,76.10263163890033
PED-00623,2024-03-09,Perú,Mouse Ergonómico,Trujillo,6,5.0,32.30949696260601,115.4284336212581,0.0,A tiempo,-8.115,-79.029,83.11893665865207
PED-00624,2024-08-25,México,Teclado Mecánico,Monterrey,7,7.0,53.66746407892257,67.60439603642368,0.0,A tiempo,25.6866,-100.3161,13.936931957501109
PED-00625,2024-12-07,Chile,Hub Usb-C,Valparaíso,7,3.0,46.16125258669217,156.76142445469054,0.0,A tiempo,-33.0472,-71.6127,110.60017186799837
PED-00626,2024-09-28,México,Laptop Pro,Monterrey,7,8.0,52.02280407621219,311.7340814529193,13.79417310264396,Retrasado,25.6866,-100.3161,245.91710427406318
PED-00627,2024-10-13,Chile,Hub Usb-C,Valparaíso,8,12.0,49.8210502299165,129.19277449070523,21.56974304162185,Retrasado,-33.0472,-71.6127,57.80198121916689
PED-00628,2024-10-31,Colombia,Teclado Mecánico,Bogotá,5,3.0,20.235999513362025,155.67683550719676,0.0,A tiempo,4.711,-74.0721,135.44083599383472
PED-00629,2024-06-11,Perú,Mouse Ergonómico,Arequipa,7,7.0,49.54745698035664,100.8755528465934,0.0,A tiempo,-16.409,-71.5375,51.32809586623675
PED-00630,2024-08-14,Chile,Monitor 4K,Concepción,7,8.0,37.66898694985144,112.67808027936462,11.811376990723906,Retrasado,-36.8201,-73.0444,63.19771633878927
PED-00631,2024-11-09,Colombia,Hub Usb-C,Cali,5,9.0,43.909723580014,132.40108954024464,21.519913492189687,Retrasado,3.4516,-76.5319,66.97145246804095
PED-00632,2024-09-15,México,Mouse Ergonómico,Monterrey,5,5.0,36.440296551400365,71.0055566479979,0.0,A tiempo,25.6866,-100.3161,34.56526009659754
PED-00633,2024-08-06,Colombia,Teclado Mecánico,Medellín,3,3.0,28.042147290314187,102.16206651384005,0.0,A tiempo,6.2476,-75.5658,74.11991922352586
PED-00634,2024-10-07,Chile,Teclado Mecánico,Concepción,7,4.0,39.57728411952752,105.02194346604593,0.0,A tiempo,-36.8201,-73.0444,65.4446593465184
PED-00635,2024-08-16,Perú,Mouse Ergonómico,Trujillo,7,8.0,55.70421173360796,61.75765793266422,7.7792201076935905,Retrasado,-8.115,-79.029,-1.72577390863733
PED-00636,2024-03-22,Colombia,Mouse Ergonómico,Bogotá,6,12.0,26.68568628718497,192.70547154695515,83.41886737281908,Retrasado,4.711,-74.0721,82.6009178869511
PED-00637,2024-08-31,Colombia,Hub Usb-C,Cali,7,8.0,24.813332803787898,43.7082622603039,10.49988415865953,Retrasado,3.4516,-76.5319,8.39504529785647
PED-00638,2024-08-18,México,Laptop Pro,Guadalajara,6,6.0,58.53201545051554,248.07584385251369,0.0,A tiempo,20.6597,-103.3496,189.54382840199816
PED-00639,2024-05-12,México,Hub Usb-C,Guadalajara,5,6.0,50.29430591677552,152.56906302814315,5.726821558408109,Retrasado,20.6597,-103.3496,96.54793555295952
PED-00640,2024-05-06,Perú,Monitor 4K,Lima,9,9.0,55.16644445935968,128.53065003186168,0.0,A tiempo,-12.0464,-77.0428,73.364205572502
PED-00641,2024-11-22,México,Mouse Ergonómico,Guadalajara,5,4.0,40.18674063482536,58.96140730076888,0.0,A tiempo,20.6597,-103.3496,18.77466666594352
PED-00642,2024-05-21,Chile,Monitor 4K,Valparaíso,7,10.0,35.95183056072493,124.29156060406773,33.4213082091769,Retrasado,-33.0472,-71.6127,54.9184218341659
PED-00643,2024-09-23,Chile,Monitor 4K,Concepción,8,9.0,51.07207962040134,158.7140177998924,10.102626462206493,Retrasado,-36.8201,-73.0444,97.53931171728456
PED-00644,2024-09-05,Colombia,Laptop Pro,Cali,3,4.0,26.81153644505269,298.78947769612057,9.337844022073726,Retrasado,3.4516,-76.5319,262.64009722899414
PED-00645,2024-11-16,México,Hub Usb-C,CDMX,6,5.0,56.26434672453944,203.95291600298327,0.0,A tiempo,19.4326,-99.1332,147.68856927844382
PED-00646,2024-05-02,México,Teclado Mecánico,Monterrey,6,10.0,49.2009154733745,31.03752756527858,29.335818069136263,Retrasado,25.6866,-100.3161,-47.49920597723218
PED-00647,2024-05-20,Colombia,Monitor 4K,Cali,4,6.0,32.0507533923463,127.75293815436407,28.825181283552958,Retrasado,3.4516,-76.5319,66.87700347846481
PED-00648,2024-08-13,Perú,Monitor 4K,Lima,7,7.0,33.76617470058757,146.66113344884013,0.0,A tiempo,-12.0464,-77.0428,112.89495874825256
PED-00649,2024-02-09,México,Monitor 4K,Guadalajara,5,8.0,68.88436939614257,135.65375606420986,24.335773330631294,Retrasado,20.6597,-103.3496,42.433613337435986
PED-00650,2024-12-31,México,Monitor 4K,CDMX,6,6.0,48.35758014967968,91.82577093417407,0.0,A tiempo,19.4326,-99.1332,43.468190784494396
PED-00651,2024-05-26,Perú,Teclado Mecánico,Lima,7,7.0,56.97586970339199,88.38234071955402,0.0,A tiempo,-12.0464,-77.0428,31.40647101616203
PED-00652,2024-04-30,México,Hub Usb-C,CDMX,8,8.0,41.63908329780374,117.7658068434903,0.0,A tiempo,19.4326,-99.1332,76.12672354568656
PED-00653,2024-05-19,Chile,Laptop Pro,Valparaíso,8,5.0,53.08009902217341,332.6301794660828,0.0,A tiempo,-33.0472,-71.6127,279.5500804439094
PED-00654,2024-06-20,Chile,Monitor 4K,Santiago,7,9.0,36.97155236475255,124.09893745129452,23.59016045473111,Retrasado,-33.4489,-70.6693,63.53722463181087
PED-00655,2024-06-12,Perú,Mouse Ergonómico,Trujillo,7,4.0,54.52067838259672,141.60231563173556,0.0,A tiempo,-8.115,-79.029,87.08163724913885
PED-00656,2024-10-03,Perú,Teclado Mecánico,Lima,7,5.0,46.44025915614167,59.24520171733059,0.0,A tiempo,-12.0464,-77.0428,12.804942561188916
PED-00657,2024-02-11,Chile,Laptop Pro,Concepción,9,5.0,50.29190503935568,290.8891608350546,0.0,A tiempo,-36.8201,-73.0444,240.5972557956989
PED-00658,2024-03-11,Chile,Mouse Ergonómico,Valparaíso,7,7.0,56.97974030130098,62.39936271504983,0.0,A tiempo,-33.0472,-71.6127,5.419622413748854
PED-00659,2024-03-18,Chile,Mouse Ergonómico,Valparaíso,8,8.0,37.6745968877972,84.55548895655434,0.0,A tiempo,-33.0472,-71.6127,46.88089206875714
PED-00660,2024-04-28,Chile,Mouse Ergonómico,Santiago,7,7.0,43.15508269387203,140.6088356725722,0.0,A tiempo,-33.4489,-70.6693,97.45375297870018
PED-00661,2024-07-15,Perú,Monitor 4K,Trujillo,6,5.0,54.57324281086765,104.31935682900917,0.0,A tiempo,-8.115,-79.029,49.74611401814152
PED-00662,2024-12-21,Perú,Hub Usb-C,Arequipa,6,5.0,70.98221474546747,204.2743665259908,0.0,A tiempo,-16.409,-71.5375,133.29215178052334
PED-00663,2024-03-19,Colombia,Monitor 4K,Medellín,4,6.0,28.619176653385185,107.73625468758868,17.036537941736228,Retrasado,6.2476,-75.5658,62.080540092467274
PED-00664,2024-12-27,Perú,Mouse Ergonómico,Lima,8,8.0,55.91136117923932,102.38767522318943,0.0,A tiempo,-12.0464,-77.0428,46.47631404395011
PED-00665,2024-04-19,Chile,Laptop Pro,Santiago,7,8.0,48.9302853014152,304.24731677760866,11.16885783260816,Retrasado,-33.4489,-70.6693,244.1481736435853
PED-00666,2024-02-02,México,Monitor 4K,CDMX,5,4.0,69.422455947563,74.48765228560256,0.0,A tiempo,19.4326,-99.1332,5.06519633803957
PED-00667,2024-07-31,Chile,Laptop Pro,Concepción,7,8.0,32.52778333034745,297.68653550489626,14.915977755299853,Retrasado,-36.8201,-73.0444,250.24277441924895
PED-00668,2024-07-27,Chile,Monitor 4K,Santiago,9,13.0,50.94621044669358,145.11152108446583,59.32863946614983,Retrasado,-33.4489,-70.6693,34.83667117162242
PED-00669,2024-06-18,Perú,Hub Usb-C,Lima,7,9.0,33.744559664379395,104.55882672511088,22.700491322832196,Retrasado,-12.0464,-77.0428,48.11377573789929
PED-00670,2024-10-04,Colombia,Hub Usb-C,Cali,5,5.0,5.0,68.26161080466115,0.0,A tiempo,3.4516,-76.5319,63.261610804661146
PED-00671,2024-08-26,México,Monitor 4K,Guadalajara,7,8.0,52.97462053117817,62.99661518085459,9.91140969134662,Retrasado,20.6597,-103.3496,0.11058495832980242
PED-00672,2024-07-31,México,Monitor 4K,CDMX,6,6.0,51.39497796147459,81.99192433336626,0.0,A tiempo,19.4326,-99.1332,30.59694637189167
PED-00673,2024-02-01,Colombia,Hub Usb-C,Cali,6,7.0,27.151630622577983,102.9545373764352,6.015745442353814,Retrasado,3.4516,-76.5319,69.7871613115034
PED-00674,2024-04-15,Chile,Laptop Pro,Concepción,8,8.0,48.93805909960247,347.7434614190505,0.0,A tiempo,-36.8201,-73.0444,298.80540231944804
PED-00675,2024-08-03,Perú,Hub Usb-C,Lima,7,7.0,80.98299434071258,46.38045434534253,0.0,A tiempo,-12.0464,-77.0428,-34.60253999537005
PED-00676,2024-07-18,Chile,Monitor 4K,Concepción,7,8.0,47.418248619685656,87.20694888444976,5.733607595169196,Retrasado,-36.8201,-73.0444,34.055092669594906
PED-00677,2024-10-26,México,Laptop Pro,CDMX,5,4.0,55.10124361250075,305.7724007774032,0.0,A tiempo,19.4326,-99.1332,250.67115716490247
PED-00678,2024-12-22,México,Monitor 4K,CDMX,5,4.0,43.50635180386119,26.65176929482261,0.0,A tiempo,19.4326,-99.1332,-16.854582509038583
PED-00679,2024-01-11,Chile,Teclado Mecánico,Concepción,8,6.0,52.95232575040603,66.65606868134375,0.0,A tiempo,-36.8201,-73.0444,13.703742930937722
PED-00680,2024-10-21,México,Monitor 4K,CDMX,6,3.0,47.61766324944382,72.80445841055254,0.0,A tiempo,19.4326,-99.1332,25.18679516110872
PED-00681,2024-07-13,Perú,Hub Usb-C,Arequipa,6,4.0,45.8948151727027,68.16118504598006,0.0,A tiempo,-16.409,-71.5375,22.266369873277363
PED-00682,2024-01-09,México,Mouse Ergonómico,Guadalajara,7,8.0,68.18898532200325,107.6755818008659,5.823529903367581,Retrasado,20.6597,-103.3496,33.66306657549507
PED-00683,2024-04-01,Perú,Hub Usb-C,Trujillo,8,7.0,61.77184963184339,93.57761561992812,0.0,A tiempo,-8.115,-79.029,31.805765988084737
PED-00684,2024-06-29,Chile,Hub Usb-C,Concepción,10,12.0,51.36746647399231,77.78855589595855,15.425371729663537,Retrasado,-36.8201,-73.0444,10.995717692302707
PED-00685,2024-06-01,Chile,Laptop Pro,Santiago,8,9.0,26.957880640560333,317.1185050621054,11.149341779171476,Retrasado,-33.4489,-70.6693,279.01128264237354
PED-00686,2024-07-18,Perú,Teclado Mecánico,Lima,6,3.0,46.38990776747431,168.92298870585,0.0,A tiempo,-12.0464,-77.0428,122.53308093837569
PED-00687,2024-08-02,Perú,Laptop Pro,Trujillo,6,8.0,77.03027564405083,365.5702606696701,12.226286429551005,Retrasado,-8.115,-79.029,276.31369859606826
PED-00688,2024-10-02,Perú,Monitor 4K,Lima,8,11.0,47.69338333360292,23.089129117506545,21.3637619616582,Retrasado,-12.0464,-77.0428,-45.96801617775457
PED-00689,2024-10-06,México,Mouse Ergonómico,Monterrey,6,5.0,61.032175720536586,123.08288735340558,0.0,A tiempo,25.6866,-100.3161,62.050711632868996
PED-00690,2024-11-04,Chile,Hub Usb-C,Valparaíso,7,9.0,64.419424019526,92.87906839744646,29.37227630691859,Retrasado,-33.0472,-71.6127,-0.9126319289981346
PED-00691,2024-04-22,México,Mouse Ergonómico,Monterrey,6,5.0,52.18963915855975,106.20621371461424,0.0,A tiempo,25.6866,-100.3161,54.016574556054486
PED-00692,2024-09-06,México,Mouse Ergonómico,Guadalajara,5,6.0,41.58178368131848,84.06867865829805,13.982291931628302,Retrasado,20.6597,-103.3496,28.504603045351274
PED-00693,2024-04-22,Perú,Monitor 4K,Lima,8,6.0,25.646876682171115,104.70354519548808,0.0,A tiempo,-12.0464,-77.0428,79.05666851331696
PED-00694,2024-05-19,México,Monitor 4K,Guadalajara,6,3.0,56.84163208608955,106.05629584288074,0.0,A tiempo,20.6597,-103.3496,49.2146637567912
PED-00695,2024-08-11,Colombia,Mouse Ergonómico,Medellín,5,5.0,21.85243997176452,76.84192970604308,0.0,A tiempo,6.2476,-75.5658,54.98948973427855
PED-00696,2024-09-05,Colombia,Hub Usb-C,Medellín,3,3.0,31.76150451887692,64.14529808699277,0.0,A tiempo,6.2476,-75.5658,32.38379356811585
PED-00697,2024-01-15,Colombia,Monitor 4K,Medellín,5,5.0,17.50179660410636,82.05217269522063,0.0,A tiempo,6.2476,-75.5658,64.55037609111427
PED-00698,2024-07-18,Colombia,Hub Usb-C,Cali,5,4.0,27.34762459529798,109.37037057827062,0.0,A tiempo,3.4516,-76.5319,82.02274598297265
PED-00699,2024-06-21,Colombia,Monitor 4K,Cali,3,3.0,30.337190549010533,123.95985366737057,0.0,A tiempo,3.4516,-76.5319,93.62266311836004
PED-00700,2024-12-08,Perú,Hub Usb-C,Arequipa,8,9.0,52.68593581044298,134.13395909360588,6.134274267458415,Retrasado,-16.409,-71.5375,75.3137490157045
PED-00701,2024-12-13,México,Hub Usb-C,Monterrey,5,5.0,38.85177812647586,80.23239907732349,0.0,A tiempo,25.6866,-100.3161,41.380620950847636
PED-00702,2024-07-26,México,Teclado Mecánico,CDMX,6,7.0,61.96910948761352,111.35378269210948,6.045075626427241,Retrasado,19.4326,-99.1332,43.33959757806871
PED-00703,2024-03-25,Colombia,Monitor 4K,Bogotá,5,5.0,24.03105215268029,138.50010367813195,0.0,A tiempo,4.711,-74.0721,114.46905152545166
PED-00704,2024-08-27,México,Teclado Mecánico,Monterrey,7,10.0,33.255305395467545,146.62379580576513,44.10229856730003,Retrasado,25.6866,-100.3161,69.26619184299756
PED-00705,2024-03-06,Colombia,Mouse Ergonómico,Bogotá,3,2.0,28.909765800365363,97.64668583473912,0.0,A tiempo,4.711,-74.0721,68.73692003437375
PED-00706,2024-11-14,México,Hub Usb-C,Monterrey,6,8.0,50.3437530902646,91.1627310024155,25.57106051037084,Retrasado,25.6866,-100.3161,15.247917401780057
PED-00707,2024-09-30,Perú,Hub Usb-C,Arequipa,8,11.0,51.6058943317176,107.64496935345568,38.28418211074566,Retrasado,-16.409,-71.5375,17.754892910992417
PED-00708,2024-01-14,Chile,Laptop Pro,Valparaíso,8,10.0,63.6213240368508,254.01170108410375,20.70147499558429,Retrasado,-33.0472,-71.6127,169.68890205166866
PED-00709,2024-07-20,Colombia,Monitor 4K,Bogotá,4,4.0,27.635511632641407,92.25561955857968,0.0,A tiempo,4.711,-74.0721,64.62010792593827
PED-00710,2024-10-30,Perú,Mouse Ergonómico,Arequipa,8,8.0,48.80380375631229,129.7834559389252,0.0,A tiempo,-16.409,-71.5375,80.9796521826129
PED-00711,2024-10-15,Perú,Mouse Ergonómico,Arequipa,6,9.0,38.96815618766907,125.67788517774804,24.436382928100727,Retrasado,-16.409,-71.5375,62.273346061978245
PED-00712,2024-12-05,Colombia,Monitor 4K,Bogotá,3,1.0,38.20553502887897,89.18929582544445,0.0,A tiempo,4.711,-74.0721,50.98376079656548
PED-00713,2024-01-14,Colombia,Laptop Pro,Medellín,4,5.0,31.843090640781035,308.70872804348664,0.0,A tiempo,6.2476,-75.5658,276.8656374027056
PED-00714,2024-02-12,Perú,Laptop Pro,Lima,7,7.0,45.79972272705837,267.0139863883725,0.0,A tiempo,-12.0464,-77.0428,221.2142636613141
PED-00715,2024-11-25,Colombia,Monitor 4K,Medellín,3,7.0,10.953253065345365,128.139685929001,59.26908869526636,Retrasado,6.2476,-75.5658,57.91734416838926
PED-00716,2024-08-07,Colombia,Hub Usb-C,Bogotá,5,6.0,44.44412195055087,96.88714255454109,9.110425654209305,Retrasado,4.711,-74.0721,43.33259494978091
PED-00717,2024-03-10,Chile,Hub Usb-C,Concepción,7,6.0,37.72320035543943,88.96194193215447,0.0,A tiempo,-36.8201,-73.0444,51.23874157671504
PED-00718,2024-08-24,Chile,Mouse Ergonómico,Valparaíso,7,7.0,44.08721990630294,85.53104655626454,0.0,A tiempo,-33.0472,-71.6127,41.4438266499616
